"","alar","ojitus","plaji","BEF.s","BEF.sb","BEF.b","BEF.f","BEF.f.mark","BEF.st","BEF.r","BEF.fr"
"1",1,0,1,0.354110955636058,0.0302935281345694,0.0744591995912155,0.0270768490663820,0.0284390520701686,0.0318182891456712,0.0969556747774069,0.0192247991994339
"2",2,1,1,0.346130973363054,0.0418409848456062,0.0896243448139446,0.0389561851963489,0.048354995983794,0.0359834932460874,0.0986213862337102,0.0326879772850447
"3",1,0,2,0.329516999176129,0.0434532422116078,0.0956376592449414,0.0718671762452524,0.0769128839479722,0.0348397328288654,0.091854598178911,0.0196896982906809
"4",2,1,2,0.340500506818837,0.0478755978227635,0.107771355118149,0.0864956465739116,0.0983662513273224,0.0370481712038507,0.0922967490615477,0.0251817603397945
"5",1,0,3,0.420770884977556,0.0696877385821256,0.095426237869024,0.0164759915214915,0,0.0463935779832706,0.147282784857074,0.00823799576074574
"6",2,1,3,0.41532433406558,0.0734554664741183,0.0975986751476066,0.0178313666056457,0,0.0508384858382262,0.171700005474049,0.00891568330282284
